,Plot,Yr,dwdC.tacre,dwdC.gm2,dwdC.Mgha,AGunderstoryC.tacre,BGunderstoryC.tacre,AGunderstoryC.gm2,BGunderstoryC.gm2,AGunderstoryC.Mgha,BGunderstoryC.Mgha,litterC.tacre,litterC.gm2,litterC.Mgha,foresttype
3118,54931,2017,9.451293,2118.696352,21.18696352,0.962774,0.106975,215.8250476,23.98058575,2.158250476,0.2398058575,13.894883,3114.815922,31.14815922,alaska-yellow-cedar
3119,54998,1998,2.352899,527.4493688,5.274493688,0.91130225,0.10125575,204.2866254,22.69850148,2.042866254,0.2269850148,15.9282605,3570.638156,35.70638156,alaska-yellow-cedar
3120,54998,2005,4.562852342,1022.85461,10.2285461,0.6505037069,0.07227826126,145.823416,16.20261783,1.45823416,0.1620261783,6.832103355,1531.552609,15.31552609,alaska-yellow-cedar
3121,54998,2016,4.633722274,1038.741522,10.38741522,0.6535514834,0.07261673343,146.506636,16.27849313,1.46506636,0.1627849313,6.314992968,1415.631974,14.15631974,alaska-yellow-cedar
3122,55037,1999,2.026623,454.3080779,4.543080779,1.402386,0.155821,314.3728696,34.93039357,3.143728696,0.3493039357,22.511173,5046.329651,50.46329651,sitka-spruce
3123,55049,1999,10.268058,2301.790562,23.01790562,0.983284,0.109254,220.4227743,24.49146918,2.204227743,0.2449146918,21.494284,4818.373644,48.18373644,sitka-spruce
3124,55086,1996,2.671122,598.7854187,5.987854187,2.18442,0.242713,489.6814314,54.40897321,4.896814314,0.5440897321,9.24958,2073.478349,20.73478349,western-hemlock
3125,55086,2004,2.59677,582.1179309,5.821179309,1.602637,0.178071,359.2631363,39.91817607,3.592631363,0.3991817607,10.568673,2369.179426,23.69179426,western-hemlock
3126,55086,2015,4.532056,1015.950994,10.15950994,1.242431,0.138048,278.5157573,30.94622016,2.785157573,0.3094622016,13.171276,2952.604941,29.52604941,western-hemlock
3127,55134,1999,7.050487,1580.507671,15.80507671,1.067507,0.118612,239.3030442,26.58925204,2.393030442,0.2658925204,21.561466,4833.433833,48.33433833,western-hemlock
3128,55134,2013,12.696115,2846.0881,28.460881,0.938918,0.104324,210.4772481,23.38631108,2.104772481,0.2338631108,11.482315,2573.990554,25.73990554,western-hemlock
3129,55151,1995,1.297537042,290.8688787,2.908688787,1.460296155,0.1622548722,327.3545891,36.3726747,3.273545891,0.363726747,19.62801749,4400.01268,44.0001268,lodgepole-pine
3130,55151,2006,2.971942,666.2202381,6.662202381,0.836692,0.0929655,187.5612456,20.84007614,1.875612456,0.2084007614,9.1535165,2051.943794,20.51943794,lodgepole-pine
3131,55151,2017,3.274995,734.1556292,7.341556292,0.7934225,0.088158,177.8615218,19.76237886,1.778615218,0.1976237886,9.8240335,2202.25359,22.0225359,lodgepole-pine
3132,55162,2007,6.8653755,1539.011226,15.39011226,0.82337625,0.0914865,184.576254,20.50852871,1.84576254,0.2050852871,9.0066435,2019.019273,20.19019273,western-hemlock
3133,55162,2018,6.66072225,1493.134107,14.93134107,0.80710725,0.08967825,180.9292322,20.1031733,1.809292322,0.201031733,8.779191,1968.031246,19.68031246,western-hemlock
3134,55193,1996,3.134552,702.6725218,7.026725218,1.15366,0.128184,258.6159622,28.73500728,2.586159622,0.2873500728,20.160868,4519.46178,45.1946178,mountain-hemlock
3135,55193,2012,4.439603,995.2258045,9.952258045,1.089646,0.121072,244.2659438,27.14071024,2.442659438,0.2714071024,9.604552,2153.052422,21.53052422,mountain-hemlock
3136,55204,1995,2.378883,533.2742021,5.332742021,1.208528,0.134281,270.9157218,30.10177177,2.709157218,0.3010177177,19.027188,4265.324734,42.65324734,mountain-hemlock
3137,55204,2012,3.295652,738.7863088,7.387863088,1.144755,0.127195,256.6197284,28.51330315,2.566197284,0.2851330315,13.816326,3097.205799,30.97205799,mountain-hemlock
3138,55255,1999,0.044605928,9.99931088,0.0999931088,0.2233341376,0.024814848,50.06481363,5.562744476,0.5006481363,0.05562744476,0.4059736688,91.00711733,0.9100711733,nonstocked
3139,55255,2005,0.2002439431,44.88868473,0.4488868473,0.05275825766,0.00586204346,11.82681862,1.314094282,0.1182681862,0.01314094282,0.8009591769,179.5510187,1.795510187,nonstocked
